Image,Name,Personality Traits
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjM2MTc1NTk5OF5BMl5BanBnXkFtZTgwOTI4NDczMDE@._V1_UY209_CR86,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Jimmy Sheirgill,"Jasjit Singh Gill (born 3 December 1970), better known as Jimmy Sheirgill, is an Indian actor and film producer who works in Hindi and Punjabi films.[1]Sheirgill began his film career with the 1996 thriller Maachis.His breakthrough came  with the blockbuster musical romance Mohabbatein (2000), which became the highest-grossing Bollywood film of the year, following which he starred in several other box-office hits including Mere Yaar Ki Shaadi Hai (2002),Dil Hai Tumhaara (2002),  Munna Bhai M.B.B.S (2003), Hum Tum (2004), A Wednesday! (2008), Tanu Weds Manu (2011), Special 26 (2013), Happy Bhag Jayegi (2016) and De De Pyaar De (2019). His highest-grossing releases came with the comedy-drama Lage Raho Munna Bhai (2006), the drama film My Name Is Khan (2010) and the romantic comedy Tanu Weds Manu: Returns (2015), all of which rank among the highest-grossing Indian films of all time. The latter earned him a nomination for the Filmfare Award for Best Supporting Actor.Sheirgill made his Punjabi film debut with Yaaran Naal Baharan in 2005. His notable work in Punjabi cinema include Mel Karade Rabba(2010), Dharti (2011), Aa Gaye Munde U.K. De (2014), Shareek (2015) and Daana Paani (2018)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BODcyY2JlZTktYTU4ZS00MGY1LTgyY2MtODA4NWUyZDBlNjc5L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Mohammed Zeeshan Ayyub,"Mohammad Zeeshan Ayub Khan is an Indian actor who appears in Hindi films.[1] He is frequently cast in supporting roles, and has appeared in more than 25 films in a career which has spanned eight years.[2] He has also worked in a Hindi serial 'Kyunki... Jeena isi ka naam hai' which was telecasted on doordarshan(2008).He has collaborated with director Aanand L. Rai on four films.Ayyub began his film career with a negative role in Raj Kumar Gupta's financially successful semi-biographical thriller No One Killed Jessica (2011), which earned him a nomination for the Filmfare Award for Best Male Debut. Subsequently, he featured briefly in the box-office hits Mere Brother Ki Dulhan (2011), Jannat 2 (2012), Raanjhanaa (2013), Shahid (2013), Tubelight (2017), Manikarnika: The Queen of Jhansi (2019), and Article 15 (2019). Ayyub had his biggest commercial successes with brief roles in the romantic comedy Tanu Weds Manu: Returns (2015), the crime thriller Raees (2017), and the science fiction drama film Mission Mangal (2019), all of which rank among the highest-grossing Indian films of all time. His only leading role in his career was in Sameer (2017), which proved to be one of the year's biggest disasters."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_UY209_CR8,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Madhavan,
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BYWE5MWNkYWQtZTZjZS00N2U0LTgzNzMtNzZkMzJmMWYzZWNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sharman Joshi,"Sharman Joshi (born 28 April 1972) is an Indian film and theatre actor. He has worked on and directed stage productions in English, Hindi, Marathi and Gujarati languages, but is mostly known for his work in Hindi films. He made his acting debut in Godmother (1999). He made his debut as a co-lead actor in the Bollywood (Hindi) film Style (2001); this was followed by supporting roles in hit films such as Rang De Basanti (2006), Golmaal (2006), Life in a... Metro (2007),Dhol (2007),3 Idiots (2009), Ferrari Ki Sawaari (2012), Hate Story 3 (2015) and Mission Mangal (2019).[2][3] He is playing a lead role in the Bollywood movies Kaashi in Search of Ganga and 3 Storeys.[4] He is best known for his role as Raju Rastogi in the movie 3 Idiots.Joshi belongs to a Gujarati family of actors and performing artists.[5] His father, Arvind Joshi, is a veteran of Gujarati theatre,[2] while his aunt Sarita Joshi (Bhosle) and cousins acted in Marathi and Gujarati theatre. His sister is actress Manasi Joshi Roy and brother-in-law is actor Rohit Roy.[6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjZhOTQzNTEtNGY4NS00ZmQxLThkMDEtM2M4NDVjMjc0MWNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR12,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shreyas Talpade,"Shreyas Talpade (born 27 January 1976) is an Indian actor who appears in Marathi and Hindi films. He has appeared in several critically and commercially successful films including the reincarnation melodrama Om Shanti Om (2007) and the comedies Golmaal Returns (2008), Golmaal 3 (2010), Housefull 2 (2012) and Golmaal Again (2017).Shreyas Talpade was born in Mumbai, Maharashtra on 27 January 1976.[1] His father is the brother of actresses Meena T. and Jayshree T. (full name ""Jayshri Talpade""). Shreyas attended Shree Ram Welfare Society High School in Andheri West followed by Mithibai College in Vile Parle. He is married to Deepti Talpade, a psychiatrist.[2][3]Talpade began his acting career appearing in Marathi soap operas and doing stage shows across Maharashtra. He also appeared in the Zee TV soap opera Woh (1997) in which he was the main lead. He has also acted in mini-serials for the production ""Adhikari Brothers"". His role, in a very popular Marathi serial Damini, as the character Tejas was very popular among Marathi audiences. He also appeared in Jaane Anjaane (2001) aired on doordarshan where he played the role of a son who had dislikes for his father because he felt that his father was the reason for his accident.Viewers liked the content of the same.Fame arrived after he made his Bollywood debut in Nagesh Kukunoor's Iqbal which was written by Vipul K Rawal[4] in which he played the role of a deaf & mute youngster aspiring to be a cricketer.[5] The film and his performance were well received by both audiences and critics.[6] His next film was Kukunoor's Dor in which he played the comic role of a behroopiya, a man with many disguises. This film was also well received by critics.[7]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTU2NzkzODA3OV5BMl5BanBnXkFtZTcwMzk2MDMyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Abhay Deol,"Abhay Deol (also known as Abhay Singh Deol, born 15 March 1976)[1] is an Indian actor and producer, who works predominantly in Hindi language films. Born in the influential Deol family of the Hindi cinema, he began acting at a young age in theater productions at his school. Deol made his on-screen debut in 2005 with Imtiaz Ali's romantic comedy Socha Na Tha.After the modest success of his debut, Deol was praised for his performances in films such as Manorama Six Feet Under (2007), which won him the Best Actor Award at the Indo-American Arts Council Film Festival, and the commercially successful Oye Lucky! Lucky Oye! (2008). His breakthrough role came in 2009 with the starring role as Dev in Anurag Kashyap's Dev.D, a modern-day adaptation of the Bengali classic novel Devdas. Following the success of the film, Deol gained wider recognition.Deol mainly appeared in independent films early in his career, but that changed in 2011 when he starred in Zoya Akhtar's Zindagi Na Milegi Dobara, a road film that went to become one of the highest-grossing films in Bollywood. His performance was well-received and earned him his first nomination for Filmfare Award for Best Supporting Actor. Deol has since appeared in commercially successful films including the drama film Raanjhanaa (2013), and the romantic comedy Happy Bhag Jayegi (2016), while simultaneously working in independent films including the drama Road, Movie (2010) and the war film Chakravyuh (2012)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZTlhZjVlNzMtMzlhOC00ZWJlLTg1NzItZTU5NDNmNzFhZWU0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Neil Nitin Mukesh,"Neil Nitin Mukesh (born 15 January 1982) is an Indian actor, who appears in Hindi-language films. He is the son, and grandson of singers Nitin Mukesh and Mukesh, respectively. After brief roles as a child artist in Vijay (1988) and Jaisi Karni Waisi Bharnii (1989), Mukesh decided to venture into acting after graduating from HR College with a bachelor's degree in commerce. He made his film debut in 2007 with the successful thriller Johnny Gaddaar, which earned him a Filmfare Award for Best Male Debut nomination. His first commercial success came when he garnered praise for his performance in the terrorism drama New York (2009), for which he was nominated for the Filmfare Award for Best Supporting Actor. Following a series of poorly received films, he made his debut in Tamil cinema with Kaththi (2014), which became one of the highest-grossing films in Tamil cinema. His highest-grossing releases came with the romantic drama Prem Ratan Dhan Payo (2015), the comedy horror Golmaal Again (2017) and the action thriller Saaho (2019); the former two rank among the highest-grossing Indian films of all time."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BODU5N2FmZGUtN2E0NS00NjY0LWE1ZTQtMDlkMmM3OGYyY2Y5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Kunal Kapoor,"Kunal Raj Kapoor (born 18 October 1977) is an Indian actor, writer and an entrepreneur. Kunal has acted in Hindi, Malayalam and Telugu movies. He is the co-founder of the crowdfunding platform Ketto.Kapoor was born in Mumbai on 18 October 1977. His father, Rajkishore Kapoor was in the construction business and his mother, Kanan is a singer and homemaker. His parents are originally from Amritsar, Punjab. He is the youngest of three children, with two sisters Geeta and Reshma. In February 2015, he married Naina Bachchan, niece of Amitabh Bachchan, in a private family ceremony in Seychelles.[1]Kapoor trained for an acting career under Barry John, and became a part of Motley, a theatre group run by acting legend Naseeruddin Shah.[2] He began his career as an assistant director of Aks, which starred Manoj Bajpayee and in which Amitabh Bachchan played a major character.Kapoor made his movie debut as the male lead opposite Tabu in Meenaxi: A Tale of Three Cities (2005) which was helmed by painter MF Hussain. His next film was the Aamir Khan starrer Rang De Basanti (2006), for which he received a nomination in the Filmfare Best Supporting Actor Award category. The film was successful both critically and commercially, and it was nominated in the Best Foreign Film category at the 2007 BAFTA Awards.[3]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BOTY0MTIwMTg4OV5BMl5BanBnXkFtZTgwODE4ODg2NDM@._V1_UY209_CR18,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Amit Sadh,"Amit Sadh (born 5 June 1979) is an Indian actor.[1] He played the role of Kshitij, a lawyer, in Shobna Desai's soap opera Durgesh Nandinii that aired on Sony Entertainment Television. Sadh had made his film debut with the 2010 horror film, Phoonk 2.Sadh is known for his co-starring and supporting roles in such films as the drama Kai Po Che (2013), the comedy Guddu Rangeela (2015), and the political thriller Sarkar 3 (2017). He was a contestant in the reality show Bigg Boss in 2006.Sadh was born on 5 June 1979 in Delhi.[1][2] He studied at La Martiniere College, Lucknow.[2]His home state is Punjab. At the age of 21, he left home and moved to Mumbai.[3]Sadh's first major role was in Neena Gupta production's Kyun Hota Hai Pyarrr, where he portrayed the character of Aditya. Later he starred in the series Kohinoor.[4] He appeared as a contestant on the reality show Bigg Boss.[5] Sadh participated in the original seasons of Nach Baliye and Bigg Boss as well as Fear Factor.Amit Sadh also worked in Kai Po Che!, which released in February 2013. He played the role of a priest's son, Omkar Shastri. He played the role of the businessman Aakash Oberoi in the film, Sultan alongside Salman Khan and Anushka Sharma. He also appeared in Gold as Raghubir Pratap Singh alongside Akshay Kumar. He has also appeared as Inspector Kabir in a web series named Breathe."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_UY209_CR2,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Varun Dhawan,"Varun Dhawan (born 24 April 1987) is an Indian actor. One of the country's highest-paid celebrities, he has featured in Forbes India's Celebrity 100 list since 2014. The first eleven films in which he starred were commercially successful, establishing Dhawan in Hindi cinema.Born to the film director David Dhawan, he studied business management from the Nottingham Trent University, after which he worked as an assistant director to Karan Johar on the 2010 drama My Name Is Khan. He made his acting debut in 2012 in Johar's teen drama Student of the Year. He rose to prominence with starring roles in the romantic comedies Main Tera Hero (2014), Humpty Sharma Ki Dulhania (2014), and Badrinath Ki Dulhania (2017); the action comedies Dilwale (2015), Dishoom (2016), and Judwaa 2 (2017); the dance film ABCD 2 (2015); and the drama Sui Dhaaga (2018). He also received praise for playing an avenger in the crime thriller Badlapur (2015) and an aimless man coping with loss in the drama October (2018)."
